userId,liked,titleId
10001,True,tt114369
10001,True,tt114814
10001,True,tt115734
10001,True,tt114287
10001,True,tt109370
10001,True,tt112851
10001,True,tt112508
10001,True,tt109686
10001,True,tt76759
10001,True,tt114694
10001,True,tt110213
10001,True,tt106977
10001,True,tt108052
10001,True,tt108358
10001,True,tt32910
10001,True,tt116282
10001,True,tt116683
10001,True,tt32138
10001,True,tt33467
10001,True,tt29843
10001,True,tt31679
10001,True,tt63819
10001,True,tt38166
10001,True,tt57546
10001,True,tt33563
10001,True,tt66817
10001,True,tt43274
10001,True,tt116409
10001,True,tt67992
10001,True,tt79470
10001,True,tt105236
10001,True,tt103772
10001,True,tt83866
10001,True,tt71853
10001,True,tt80684
10001,True,tt93779
10001,True,tt82971
10001,True,tt66921
10001,True,tt86190
10001,True,tt99685
10001,True,tt80455
10001,True,tt93058
10001,True,tt97499
10001,True,tt45061
10001,True,tt88247
10001,True,tt23969
10001,True,tt88763
10001,True,tt91203
10001,True,tt72431
10001,True,tt32455
10001,True,tt97576
10001,True,tt84503
10001,True,tt118655
10001,True,tt119094
10001,True,tt82198
10001,True,tt119488
10001,True,tt119174
10001,True,tt118715
10001,True,tt120769
10001,True,tt20629
10001,True,tt75148
10001,True,tt89218
10001,True,tt34492
10001,True,tt88814
10001,True,tt91149
10001,True,tt120768
10001,True,tt61852
10001,True,tt76618
10001,True,tt102803
10001,True,tt87469
10001,True,tt77869
10001,True,tt70016
10001,True,tt84649
10001,True,tt90633
10001,True,tt88323
10001,True,tt99487
10001,True,tt120586
10001,True,tt120660
10001,True,tt124198
10001,True,tt128445
10001,True,tt120863
10001,True,tt72271
10001,True,tt90555
10001,True,tt151804
10001,True,tt63442
10001,True,tt120735
10001,True,tt133093
10001,True,tt139239
10001,True,tt133189
10001,True,tt81573
10001,True,tt34398
10001,True,tt130827
10001,True,tt158983
10001,True,tt87332
10001,True,tt129167
10001,True,tt169547
10001,True,tt82348
10001,True,tt31397
10001,True,tt61578
10001,True,tt58150
10001,True,tt57076
10001,True,tt55928
10001,True,tt137523
10001,True,tt96438
10001,True,tt70328
10001,True,tt59800
10001,True,tt94012
10001,True,tt70608
10001,True,tt120655
10001,True,tt151137
10001,True,tt120689
10001,True,tt105793
10001,True,tt134084
10001,True,tt102138
10001,True,tt87985
10001,True,tt93105
10001,True,tt107050
10001,True,tt172495
10001,True,tt71230
10001,True,tt79501
10001,True,tt82694
10001,True,tt67741
10001,True,tt120903
10001,True,tt66026
10002,True,tt119217
10002,True,tt468569
10002,True,tt838283
10002,True,tt361748
10002,True,tt840361
10002,True,tt1645089
10002,True,tt1291584
10002,True,tt993846
10002,True,tt1392190
10002,True,tt4299972
10003,True,tt116225
10003,True,tt81454
10003,True,tt82694
10003,True,tt95488
10003,True,tt80836
10003,True,tt82431
10003,True,tt83557
10003,True,tt82000
10003,True,tt72856
